BOM502445,CITADEL REALTY AND DEVELOPERS LTD.,<option value=',>,</option>,<option value='BOM502445|CITADEL REALTY AND DEVELOPERS LTD.'>CITADEL REALTY AND DEVELOPERS LTD.</option>
BOM531235,CITIPORT FINANCIAL SERVICES LTD.,<option value=',>,</option>,<option value='BOM531235|CITIPORT FINANCIAL SERVICES LTD.'>CITIPORT FINANCIAL SERVICES LTD.</option>
BOM538786,Citizen Infoline Ltd,<option value=',>,</option>,<option value='BOM538786|Citizen Infoline Ltd'>Citizen Infoline Ltd</option>
BOM514366,CITIZEN YARNS LTD.,<option value=',>,</option>,<option value='BOM514366|CITIZEN YARNS LTD.'>CITIZEN YARNS LTD.</option>
BOM538674,City Online Services Ltd,<option value=',>,</option>,<option value='BOM538674|City Online Services Ltd'>City Online Services Ltd</option>
BOM532210,CITY UNION BANK LTD.,<option value=',>,</option>,<option value='BOM532210|CITY UNION BANK LTD.'>CITY UNION BANK LTD.</option>
BOM521210,CITYMAN LTD.,<option value=',>,</option>,<option value='BOM521210|CITYMAN LTD.'>CITYMAN LTD.</option>
BOM780013,Cityon Systems (India) Ltd,<option value=',>,</option>,<option value='BOM780013|Cityon Systems (India) Ltd'>Cityon Systems (India) Ltd</option>
BOM540403,CL Educate Ltd,<option value=',>,</option>,<option value='BOM540403|CL Educate Ltd'>CL Educate Ltd</option>
BOM506390,CLARIANT CHEMICALS (INDIA) LTD.,<option value=',>,</option>,<option value='BOM506390|CLARIANT CHEMICALS (INDIA) LTD.'>CLARIANT CHEMICALS (INDIA) LTD.</option>
BOM533288,CLARIS LIFESCIENCES LTD.,<option value=',>,</option>,<option value='BOM533288|CLARIS LIFESCIENCES LTD.'>CLARIS LIFESCIENCES LTD.</option>
BOM512213,CLASSIC ELECTRICALS LTD.,<option value=',>,</option>,<option value='BOM512213|CLASSIC ELECTRICALS LTD.'>CLASSIC ELECTRICALS LTD.</option>
BOM540310,Classic Filaments Ltd,<option value=',>,</option>,<option value='BOM540310|Classic Filaments Ltd'>Classic Filaments Ltd</option>
BOM538433,Classic Global Finance &#38;amp; Capital Ltd,<option value=',>,</option>,<option value='BOM538433|Classic Global Finance &#38;amp; Capital Ltd'>Classic Global Finance &#38;amp; Capital Ltd</option>
BOM540481,Classic Leasing &#38;amp; Finance Ltd,<option value=',>,</option>,<option value='BOM540481|Classic Leasing &#38;amp; Finance Ltd'>Classic Leasing &#38;amp; Finance Ltd</option>
BOM530839,CLIO INFOTECH LTD.,<option value=',>,</option>,<option value='BOM530839|CLIO INFOTECH LTD.'>CLIO INFOTECH LTD.</option>
BOM500147,CMI FPE LTD.-$,<option value=',>,</option>,<option value='BOM500147|CMI FPE LTD.-$'>CMI FPE LTD.-$</option>
BOM517330,CMI LTD.,<option value=',>,</option>,<option value='BOM517330|CMI LTD.'>CMI LTD.</option>
BOM533278,COAL INDIA LTD.,<option value=',>,</option>,<option value='BOM533278|COAL INDIA LTD.'>COAL INDIA LTD.</option>
BOM501831,COASTAL CORPORATION LTD.,<option value=',>,</option>,<option value='BOM501831|COASTAL CORPORATION LTD.'>COASTAL CORPORATION LTD.</option>
BOM520131,COASTAL ROADWAYS LTD.,<option value=',>,</option>,<option value='BOM520131|COASTAL ROADWAYS LTD.'>COASTAL ROADWAYS LTD.</option>
BOM508571,COCHIN MALABAR ESTATES &#38;amp; INDUSTRIES LTD.,<option value=',>,</option>,<option value='BOM508571|COCHIN MALABAR ESTATES &#38;amp; INDUSTRIES LTD.'>COCHIN MALABAR ESTATES &#38;amp; INDUSTRIES LTD.</option>
BOM513353,COCHIN MINERALS &#38;amp; RUTILE LTD.-$,<option value=',>,</option>,<option value='BOM513353|COCHIN MINERALS &#38;amp; RUTILE LTD.-$'>COCHIN MINERALS &#38;amp; RUTILE LTD.-$</option>
BOM540678,Cochin Shipyard Ltd,<option value=',>,</option>,<option value='BOM540678|Cochin Shipyard Ltd'>Cochin Shipyard Ltd</option>
BOM539436,Coffee Day Enterprises Ltd,<option value=',>,</option>,<option value='BOM539436|Coffee Day Enterprises Ltd'>Coffee Day Enterprises Ltd</option>
BOM500830,COLGATE-PALMOLIVE (INDIA) LTD.,<option value=',>,</option>,<option value='BOM500830|COLGATE-PALMOLIVE (INDIA) LTD.'>COLGATE-PALMOLIVE (INDIA) LTD.</option>
BOM531210,COLINZ LABORATORIES LTD.,<option value=',>,</option>,<option value='BOM531210|COLINZ LABORATORIES LTD.'>COLINZ LABORATORIES LTD.</option>
BOM524752,COMBAT DRUGS LTD.,<option value=',>,</option>,<option value='BOM524752|COMBAT DRUGS LTD.'>COMBAT DRUGS LTD.</option>
BOM534691,COMFORT COMMOTRADE LTD.,<option value=',>,</option>,<option value='BOM534691|COMFORT COMMOTRADE LTD.'>COMFORT COMMOTRADE LTD.</option>
BOM535267,COMFORT FINCAP LTD.,<option value=',>,</option>,<option value='BOM535267|COMFORT FINCAP LTD.'>COMFORT FINCAP LTD.</option>
BOM531216,COMFORT INTECH LTD.-$,<option value=',>,</option>,<option value='BOM531216|COMFORT INTECH LTD.-$'>COMFORT INTECH LTD.-$</option>
BOM533272,COMMERCIAL ENGINEERS &#38;amp; BODY BUILDERS CO. LTD.,<option value=',>,</option>,<option value='BOM533272|COMMERCIAL ENGINEERS &#38;amp; BODY BUILDERS CO. LTD.'>COMMERCIAL ENGINEERS &#38;amp; BODY BUILDERS CO. LTD.</option>
BOM539986,Commercial Syn Bags Ltd,<option value=',>,</option>,<option value='BOM539986|Commercial Syn Bags Ltd'>Commercial Syn Bags Ltd</option>
BOM532342,Commex Technology Limited,<option value=',>,</option>,<option value='BOM532342|Commex Technology Limited'>Commex Technology Limited</option>
BOM531041,COMPETENT AUTOMOBILES CO.LTD.,<option value=',>,</option>,<option value='BOM531041|COMPETENT AUTOMOBILES CO.LTD.'>COMPETENT AUTOMOBILES CO.LTD.</option>
BOM532456,COMPUAGE INFOCOM LTD.,<option value=',>,</option>,<option value='BOM532456|COMPUAGE INFOCOM LTD.'>COMPUAGE INFOCOM LTD.</option>
BOM532339,COMPUCOM SOFTWARE LTD.-$,<option value=',>,</option>,<option value='BOM532339|COMPUCOM SOFTWARE LTD.-$'>COMPUCOM SOFTWARE LTD.-$</option>
BOM507833,COMPUTER POINT LTD.,<option value=',>,</option>,<option value='BOM507833|COMPUTER POINT LTD.'>COMPUTER POINT LTD.</option>
BOM522231,CONART ENGINEERS LTD.-$,<option value=',>,</option>,<option value='BOM522231|CONART ENGINEERS LTD.-$'>CONART ENGINEERS LTD.-$</option>
BOM538965,Concord Drugs Ltd,<option value=',>,</option>,<option value='BOM538965|Concord Drugs Ltd'>Concord Drugs Ltd</option>
BOM504340,Confidence Finance And Trading Limited,<option value=',>,</option>,<option value='BOM504340|Confidence Finance And Trading Limited'>Confidence Finance And Trading Limited</option>
BOM526829,CONFIDENCE PETROLEUM INDIA LTD.,<option value=',>,</option>,<option value='BOM526829|CONFIDENCE PETROLEUM INDIA LTD.'>CONFIDENCE PETROLEUM INDIA LTD.</option>
BOM532902,CONSOLIDATED CONSTRUCTION CONSORTIUM LTD.,<option value=',>,</option>,<option value='BOM532902|CONSOLIDATED CONSTRUCTION CONSORTIUM LTD.'>CONSOLIDATED CONSTRUCTION CONSORTIUM LTD.</option>
BOM531344,CONTAINER CORPORATION OF INDIA LTD.,<option value=',>,</option>,<option value='BOM531344|CONTAINER CORPORATION OF INDIA LTD.'>CONTAINER CORPORATION OF INDIA LTD.</option>
BOM540597,Containerway International Ltd,<option value=',>,</option>,<option value='BOM540597|Containerway International Ltd'>Containerway International Ltd</option>
BOM531067,CONTIL INDIA LTD.,<option value=',>,</option>,<option value='BOM531067|CONTIL INDIA LTD.'>CONTIL INDIA LTD.</option>
BOM506935,CONTINENTAL CHEMICALS LTD.,<option value=',>,</option>,<option value='BOM506935|CONTINENTAL CHEMICALS LTD.'>CONTINENTAL CHEMICALS LTD.</option>
BOM531460,CONTINENTAL CONTROLS LTD.,<option value=',>,</option>,<option value='BOM531460|CONTINENTAL CONTROLS LTD.'>CONTINENTAL CONTROLS LTD.</option>
BOM523232,CONTINENTAL PETROLEUMS LTD.,<option value=',>,</option>,<option value='BOM523232|CONTINENTAL PETROLEUMS LTD.'>CONTINENTAL PETROLEUMS LTD.</option>
BOM538868,Continental Securities Ltd,<option value=',>,</option>,<option value='BOM538868|Continental Securities Ltd'>Continental Securities Ltd</option>
BOM522295,CONTROL PRINT LTD.-$,<option value=',>,</option>,<option value='BOM522295|CONTROL PRINT LTD.-$'>CONTROL PRINT LTD.-$</option>
BOM531556,CORAL INDIA FINANCE &#38;amp; HOUSING LTD.,<option value=',>,</option>,<option value='BOM531556|CORAL INDIA FINANCE &#38;amp; HOUSING LTD.'>CORAL INDIA FINANCE &#38;amp; HOUSING LTD.</option>
BOM524506,CORAL LABORATORIES LTD.,<option value=',>,</option>,<option value='BOM524506|CORAL LABORATORIES LTD.'>CORAL LABORATORIES LTD.</option>
BOM532941,CORDS CABLE INDUSTRIES LTD.,<option value=',>,</option>,<option value='BOM532941|CORDS CABLE INDUSTRIES LTD.'>CORDS CABLE INDUSTRIES LTD.</option>
BOM507543,COROMANDEL AGRO PRODUCTS &#38;amp; OILS LTD.,<option value=',>,</option>,<option value='BOM507543|COROMANDEL AGRO PRODUCTS &#38;amp; OILS LTD.'>COROMANDEL AGRO PRODUCTS &#38;amp; OILS LTD.</option>
BOM533167,COROMANDEL ENGINEERING COMPANY LTD.,<option value=',>,</option>,<option value='BOM533167|COROMANDEL ENGINEERING COMPANY LTD.'>COROMANDEL ENGINEERING COMPANY LTD.</option>
BOM506395,COROMANDEL INTERNATIONAL LTD.,<option value=',>,</option>,<option value='BOM506395|COROMANDEL INTERNATIONAL LTD.'>COROMANDEL INTERNATIONAL LTD.</option>
BOM526737,CORPORATE COURIER AND CARGO LTD.,<option value=',>,</option>,<option value='BOM526737|CORPORATE COURIER AND CARGO LTD.'>CORPORATE COURIER AND CARGO LTD.</option>
BOM540199,Corporate Merchant Bankers Ltd,<option value=',>,</option>,<option value='BOM540199|Corporate Merchant Bankers Ltd'>Corporate Merchant Bankers Ltd</option>
BOM532179,CORPORATION BANK,<option value=',>,</option>,<option value='BOM532179|CORPORATION BANK'>CORPORATION BANK</option>
BOM530859,COSBOARD INDUSTRIES LTD.,<option value=',>,</option>,<option value='BOM530859|COSBOARD INDUSTRIES LTD.'>COSBOARD INDUSTRIES LTD.</option>
BOM530545,COSCO (INDIA) LTD.-$,<option value=',>,</option>,<option value='BOM530545|COSCO (INDIA) LTD.-$'>COSCO (INDIA) LTD.-$</option>
BOM523100,COSMO FERRITES LTD.-$,<option value=',>,</option>,<option value='BOM523100|COSMO FERRITES LTD.-$'>COSMO FERRITES LTD.-$</option>
BOM508814,COSMO FILMS LTD.,<option value=',>,</option>,<option value='BOM508814|COSMO FILMS LTD.'>COSMO FILMS LTD.</option>
BOM538922,COSYN Ltd,<option value=',>,</option>,<option value='BOM538922|COSYN Ltd'>COSYN Ltd</option>
BOM526550,Country Club Hospitality &#38;amp; Holidays Ltd,<option value=',>,</option>,<option value='BOM526550|Country Club Hospitality &#38;amp; Holidays Ltd'>Country Club Hospitality &#38;amp; Holidays Ltd</option>
BOM531624,COUNTRY CONDO'S LTD.,<option value=',>,</option>,<option value='BOM531624|COUNTRY CONDO'S LTD.'>COUNTRY CONDO'S LTD.</option>
BOM523415,COVENTRY COIL-O-MATIC (HARYANA) LTD.,<option value=',>,</option>,<option value='BOM523415|COVENTRY COIL-O-MATIC (HARYANA) LTD.'>COVENTRY COIL-O-MATIC (HARYANA) LTD.</option>
BOM534920,COVIDH TECHNOLOGIES LIMITED,<option value=',>,</option>,<option value='BOM534920|COVIDH TECHNOLOGIES LIMITED'>COVIDH TECHNOLOGIES LIMITED</option>
BOM533144,Cox &#38;amp; Kings Limited,<option value=',>,</option>,<option value='BOM533144|Cox &#38;amp; Kings Limited'>Cox &#38;amp; Kings Limited</option>
BOM538057,CPSE ETF,<option value=',>,</option>,<option value='BOM538057|CPSE ETF'>CPSE ETF</option>
BOM538770,Crane Infrastructure Ltd,<option value=',>,</option>,<option value='BOM538770|Crane Infrastructure Ltd'>Crane Infrastructure Ltd</option>
BOM512093,CRANES SOFTWARE INTERNATIONAL LTD.,<option value=',>,</option>,<option value='BOM512093|CRANES SOFTWARE INTERNATIONAL LTD.'>CRANES SOFTWARE INTERNATIONAL LTD.</option>
BOM522001,CRANEX LTD.,<option value=',>,</option>,<option value='BOM522001|CRANEX LTD.'>CRANEX LTD.</option>
BOM509472,CRAVATEX LTD.,<option value=',>,</option>,<option value='BOM509472|CRAVATEX LTD.'>CRAVATEX LTD.</option>
BOM539527,Creative Castings Ltd,<option value=',>,</option>,<option value='BOM539527|Creative Castings Ltd'>Creative Castings Ltd</option>
BOM532392,CREATIVE EYE LTD.,<option value=',>,</option>,<option value='BOM532392|CREATIVE EYE LTD.'>CREATIVE EYE LTD.</option>
BOM539131,Crescent Leasing Ltd,<option value=',>,</option>,<option value='BOM539131|Crescent Leasing Ltd'>Crescent Leasing Ltd</option>
BOM512379,CRESSANDA SOLUTIONS LTD.,<option value=',>,</option>,<option value='BOM512379|CRESSANDA SOLUTIONS LTD.'>CRESSANDA SOLUTIONS LTD.</option>
BOM511413,CREST VENTURES LIMITED,<option value=',>,</option>,<option value='BOM511413|CREST VENTURES LIMITED'>CREST VENTURES LIMITED</option>
BOM526269,CRESTCHEM LTD.,<option value=',>,</option>,<option value='BOM526269|CRESTCHEM LTD.'>CRESTCHEM LTD.</option>
BOM526977,Crimson Metal Engineering Company Ltd,<option value=',>,</option>,<option value='BOM526977|Crimson Metal Engineering Company Ltd'>Crimson Metal Engineering Company Ltd</option>
BOM500092,CRISIL LTD.,<option value=',>,</option>,<option value='BOM500092|CRISIL LTD.'>CRISIL LTD.</option>
BOM539876,Crompton Greaves Consumer Electricals Ltd,<option value=',>,</option>,<option value='BOM539876|Crompton Greaves Consumer Electricals Ltd'>Crompton Greaves Consumer Electricals Ltd</option>
BOM538521,Crown Tours Ltd,<option value=',>,</option>,<option value='BOM538521|Crown Tours Ltd'>Crown Tours Ltd</option>
BOM530067,CSL Finance Ltd,<option value=',>,</option>,<option value='BOM530067|CSL Finance Ltd'>CSL Finance Ltd</option>
BOM526027,CUBEX TUBINGS LTD.,<option value=',>,</option>,<option value='BOM526027|CUBEX TUBINGS LTD.'>CUBEX TUBINGS LTD.</option>
BOM511710,CUBICAL FINANCIAL SERVICES LTD.,<option value=',>,</option>,<option value='BOM511710|CUBICAL FINANCIAL SERVICES LTD.'>CUBICAL FINANCIAL SERVICES LTD.</option>
BOM500480,CUMMINS INDIA LTD.,<option value=',>,</option>,<option value='BOM500480|CUMMINS INDIA LTD.'>CUMMINS INDIA LTD.</option>
BOM530843,CUPID LTD.-$,<option value=',>,</option>,<option value='BOM530843|CUPID LTD.-$'>CUPID LTD.-$</option>
BOM532332,CURA TECHNOLOGIES LTD.,<option value=',>,</option>,<option value='BOM532332|CURA TECHNOLOGIES LTD.'>CURA TECHNOLOGIES LTD.</option>
BOM531472,CYBELE INDUSTRIES LTD.,<option value=',>,</option>,<option value='BOM531472|CYBELE INDUSTRIES LTD.'>CYBELE INDUSTRIES LTD.</option>
BOM532640,CYBER MEDIA (INDIA) LTD.,<option value=',>,</option>,<option value='BOM532640|CYBER MEDIA (INDIA) LTD.'>CYBER MEDIA (INDIA) LTD.</option>
BOM532271,CYBERMATE INFOTEK LTD.,<option value=',>,</option>,<option value='BOM532271|CYBERMATE INFOTEK LTD.'>CYBERMATE INFOTEK LTD.</option>
BOM532173,CYBERTECH SYSTEMS AND SOFTWARE LTD.,<option value=',>,</option>,<option value='BOM532173|CYBERTECH SYSTEMS AND SOFTWARE LTD.'>CYBERTECH SYSTEMS AND SOFTWARE LTD.</option>
BOM532175,Cyient Limited,<option value=',>,</option>,<option value='BOM532175|Cyient Limited'>Cyient Limited</option>
BOM533151,D B Corp Ltd,<option value=',>,</option>,<option value='BOM533151|D B Corp Ltd'>D B Corp Ltd</option>
BOM533160,D B Realty Ltd,<option value=',>,</option>,<option value='BOM533160|D B Realty Ltd'>D B Realty Ltd</option>
BOM517514,D&#38;amp;H India Ltd-$,<option value=',>,</option>,<option value='BOM517514|D&#38;amp;H India Ltd-$'>D&#38;amp;H India Ltd-$</option>
BOM523890,D.S.KULKARNI DEVELOPERS LTD.,<option value=',>,</option>,<option value='BOM523890|D.S.KULKARNI DEVELOPERS LTD.'>D.S.KULKARNI DEVELOPERS LTD.</option>
BOM500096,DABUR INDIA LTD.,<option value=',>,</option>,<option value='BOM500096|DABUR INDIA LTD.'>DABUR INDIA LTD.</option>
BOM526821,DAI-ICHI KARKARIA LTD.-$,<option value=',>,</option>,<option value='BOM526821|DAI-ICHI KARKARIA LTD.-$'>DAI-ICHI KARKARIA LTD.-$</option>
BOM530825,DAIKAFFIL CHEMICALS INDIA LTD.,<option value=',>,</option>,<option value='BOM530825|DAIKAFFIL CHEMICALS INDIA LTD.'>DAIKAFFIL CHEMICALS INDIA LTD.</option>
BOM501148,DALAL STREET INVESTMENTS LTD.,<option value=',>,</option>,<option value='BOM501148|DALAL STREET INVESTMENTS LTD.'>DALAL STREET INVESTMENTS LTD.</option>
BOM533309,DALMIA BHARAT LTD.,<option value=',>,</option>,<option value='BOM533309|DALMIA BHARAT LTD.'>DALMIA BHARAT LTD.</option>
BOM500097,Dalmia Bharat Sugar and Industries Ltd,<option value=',>,</option>,<option value='BOM500097|Dalmia Bharat Sugar and Industries Ltd'>Dalmia Bharat Sugar and Industries Ltd</option>
BOM539900,Dalmia Industrial Development Ltd,<option value=',>,</option>,<option value='BOM539900|Dalmia Industrial Development Ltd'>Dalmia Industrial Development Ltd</option>
BOM521220,DAMODAR INDUSTRIES LTD.-$,<option value=',>,</option>,<option value='BOM521220|DAMODAR INDUSTRIES LTD.-$'>DAMODAR INDUSTRIES LTD.-$</option>
BOM532329,DANLAW TECHNOLOGIES INDIA LTD.-$,<option value=',>,</option>,<option value='BOM532329|DANLAW TECHNOLOGIES INDIA LTD.-$'>DANLAW TECHNOLOGIES INDIA LTD.-$</option>
BOM539770,Darjeeling Ropeway Company Ltd,<option value=',>,</option>,<option value='BOM539770|Darjeeling Ropeway Company Ltd'>Darjeeling Ropeway Company Ltd</option>
BOM539884,Darshan Orna Ltd,<option value=',>,</option>,<option value='BOM539884|Darshan Orna Ltd'>Darshan Orna Ltd</option>
BOM532528,DATAMATICS GLOBAL SERVICES LTD.,<option value=',>,</option>,<option value='BOM532528|DATAMATICS GLOBAL SERVICES LTD.'>DATAMATICS GLOBAL SERVICES LTD.</option>
BOM526443,DATASOFT APPLICATION SOFTWARE (INDIA) LTD.,<option value=',>,</option>,<option value='BOM526443|DATASOFT APPLICATION SOFTWARE (INDIA) LTD.'>DATASOFT APPLICATION SOFTWARE (INDIA) LTD.</option>
BOM530171,DAULAT SECURITIES LTD.,<option value=',>,</option>,<option value='BOM530171|DAULAT SECURITIES LTD.'>DAULAT SECURITIES LTD.</option>
BOM532772,DCB Bank Limited,<option value=',>,</option>,<option value='BOM532772|DCB Bank Limited'>DCB Bank Limited</option>
BOM511611,DCM FINANCIAL SERVICES LTD.,<option value=',>,</option>,<option value='BOM511611|DCM FINANCIAL SERVICES LTD.'>DCM FINANCIAL SERVICES LTD.</option>
BOM502820,DCM LTD.,<option value=',>,</option>,<option value='BOM502820|DCM LTD.'>DCM LTD.</option>
BOM523369,DCM SHRIRAM INDUSTRIES LTD.-$,<option value=',>,</option>,<option value='BOM523369|DCM SHRIRAM INDUSTRIES LTD.-$'>DCM SHRIRAM INDUSTRIES LTD.-$</option>
BOM523367,DCM Shriram Limited,<option value=',>,</option>,<option value='BOM523367|DCM Shriram Limited'>DCM Shriram Limited</option>
BOM500117,DCW LTD.,<option value=',>,</option>,<option value='BOM500117|DCW LTD.'>DCW LTD.</option>
BOM590031,DE NORA INDIA LTD.,<option value=',>,</option>,<option value='BOM590031|DE NORA INDIA LTD.'>DE NORA INDIA LTD.</option>
BOM505703,DECCAN BEARINGS LTD.,<option value=',>,</option>,<option value='BOM505703|DECCAN BEARINGS LTD.'>DECCAN BEARINGS LTD.</option>
BOM502137,DECCAN CEMENTS LTD.-$,<option value=',>,</option>,<option value='BOM502137|DECCAN CEMENTS LTD.-$'>DECCAN CEMENTS LTD.-$</option>
BOM512068,DECCAN GOLD MINES LTD.,<option value=',>,</option>,<option value='BOM512068|DECCAN GOLD MINES LTD.'>DECCAN GOLD MINES LTD.</option>
BOM531989,DECCAN POLYPACKS LTD.,<option value=',>,</option>,<option value='BOM531989|DECCAN POLYPACKS LTD.'>DECCAN POLYPACKS LTD.</option>
BOM531227,DECO-MICA LTD.,<option value=',>,</option>,<option value='BOM531227|DECO-MICA LTD.'>DECO-MICA LTD.</option>
BOM539405,Decorous Investment &#38;amp; Trading Co Ltd,<option value=',>,</option>,<option value='BOM539405|Decorous Investment &#38;amp; Trading Co Ltd'>Decorous Investment &#38;amp; Trading Co Ltd</option>
BOM539559,Deep Diamond India Ltd,<option value=',>,</option>,<option value='BOM539559|Deep Diamond India Ltd'>Deep Diamond India Ltd</option>
BOM532760,DEEP INDUSTRIES LTD.,<option value=',>,</option>,<option value='BOM532760|DEEP INDUSTRIES LTD.'>DEEP INDUSTRIES LTD.</option>
BOM500645,DEEPAK FERTILISERS &#38;amp; PETROCHEMICALS CORPORATION LTD.,<option value=',>,</option>,<option value='BOM500645|DEEPAK FERTILISERS &#38;amp; PETROCHEMICALS CORPORATION LTD.'>DEEPAK FERTILISERS &#38;amp; PETROCHEMICALS CORPORATION LTD.</option>
BOM506401,DEEPAK NITRITE LTD.-$,<option value=',>,</option>,<option value='BOM506401|DEEPAK NITRITE LTD.-$'>DEEPAK NITRITE LTD.-$</option>
BOM514030,DEEPAK SPINNERS LTD.-$,<option value=',>,</option>,<option value='BOM514030|DEEPAK SPINNERS LTD.-$'>DEEPAK SPINNERS LTD.-$</option>
BOM539455,Deepti Alloy Steel Ltd,<option value=',>,</option>,<option value='BOM539455|Deepti Alloy Steel Ltd'>Deepti Alloy Steel Ltd</option>
BOM780006,Dekson Castings Ltd,<option value=',>,</option>,<option value='BOM780006|Dekson Castings Ltd'>Dekson Castings Ltd</option>
BOM512121,Delma Infrastructure Limited,<option value=',>,</option>,<option value='BOM512121|Delma Infrastructure Limited'>Delma Infrastructure Limited</option>
BOM532848,DELTA CORP LTD.,<option value=',>,</option>,<option value='BOM532848|DELTA CORP LTD.'>DELTA CORP LTD.</option>
BOM539596,Delta Industrial Resources Ltd,<option value=',>,</option>,<option value='BOM539596|Delta Industrial Resources Ltd'>Delta Industrial Resources Ltd</option>
BOM535486,DELTA LEASING &#38;amp; FINANCE LTD.,<option value=',>,</option>,<option value='BOM535486|DELTA LEASING &#38;amp; FINANCE LTD.'>DELTA LEASING &#38;amp; FINANCE LTD.</option>
BOM504286,DELTA MAGNETS LTD.,<option value=',>,</option>,<option value='BOM504286|DELTA MAGNETS LTD.'>DELTA MAGNETS LTD.</option>
BOM504240,DELTON CABLES LTD.,<option value=',>,</option>,<option value='BOM504240|DELTON CABLES LTD.'>DELTON CABLES LTD.</option>
BOM504256,DELTRON LTD.,<option value=',>,</option>,<option value='BOM504256|DELTRON LTD.'>DELTRON LTD.</option>
BOM533137,Den Networks Ltd,<option value=',>,</option>,<option value='BOM533137|Den Networks Ltd'>Den Networks Ltd</option>
BOM532121,DENA BANK,<option value=',>,</option>,<option value='BOM532121|DENA BANK'>DENA BANK</option>
BOM537536,Denis Chem Lab Ltd,<option value=',>,</option>,<option value='BOM537536|Denis Chem Lab Ltd'>Denis Chem Lab Ltd</option>
BOM531521,DESH RAKSHAK AUSHDHALAYA LTD.,<option value=',>,</option>,<option value='BOM531521|DESH RAKSHAK AUSHDHALAYA LTD.'>DESH RAKSHAK AUSHDHALAYA LTD.</option>
BOM531585,DEVINE IMPEX LTD.,<option value=',>,</option>,<option value='BOM531585|DEVINE IMPEX LTD.'>DEVINE IMPEX LTD.</option>
BOM512445,DEVINSU TRADING LTD.,<option value=',>,</option>,<option value='BOM512445|DEVINSU TRADING LTD.'>DEVINSU TRADING LTD.</option>
BOM530765,DEVKI LEASING &#38;amp; FINANCE LTD.,<option value=',>,</option>,<option value='BOM530765|DEVKI LEASING &#38;amp; FINANCE LTD.'>DEVKI LEASING &#38;amp; FINANCE LTD.</option>
BOM511072,DEWAN HOUSING FINANCE CORPORATION LTD.,<option value=',>,</option>,<option value='BOM511072|DEWAN HOUSING FINANCE CORPORATION LTD.'>DEWAN HOUSING FINANCE CORPORATION LTD.</option>
BOM519588,DFM FOODS LTD.,<option value=',>,</option>,<option value='BOM519588|DFM FOODS LTD.'>DFM FOODS LTD.</option>
BOM538715,Dhabriya Polywood Ltd,<option value=',>,</option>,<option value='BOM538715|Dhabriya Polywood Ltd'>Dhabriya Polywood Ltd</option>
BOM500119,DHAMPUR SUGAR MILLS LTD.,<option value=',>,</option>,<option value='BOM500119|DHAMPUR SUGAR MILLS LTD.'>DHAMPUR SUGAR MILLS LTD.</option>
BOM531923,DHAMPURE SPECIALITY SUGARS LTD.,<option value=',>,</option>,<option value='BOM531923|DHAMPURE SPECIALITY SUGARS LTD.'>DHAMPURE SPECIALITY SUGARS LTD.</option>
BOM531198,DHANADA CORPORATION LTD.,<option value=',>,</option>,<option value='BOM531198|DHANADA CORPORATION LTD.'>DHANADA CORPORATION LTD.</option>
BOM521216,DHANALAXMI ROTO SPINNERS LTD.,<option value=',>,</option>,<option value='BOM521216|DHANALAXMI ROTO SPINNERS LTD.'>DHANALAXMI ROTO SPINNERS LTD.</option>
BOM532180,Dhanlaxmi Bank Limited,<option value=',>,</option>,<option value='BOM532180|Dhanlaxmi Bank Limited'>Dhanlaxmi Bank Limited</option>
BOM512485,DHANLAXMI COTEX LTD.,<option value=',>,</option>,<option value='BOM512485|DHANLAXMI COTEX LTD.'>DHANLAXMI COTEX LTD.</option>
BOM521151,DHANLAXMI FABRICS LTD.,<option value=',>,</option>,<option value='BOM521151|DHANLAXMI FABRICS LTD.'>DHANLAXMI FABRICS LTD.</option>
BOM503637,DHANLEELA INVESTMENTS &#38;amp; TRADING COMPANY LTD.,<option value=',>,</option>,<option value='BOM503637|DHANLEELA INVESTMENTS &#38;amp; TRADING COMPANY LTD.'>DHANLEELA INVESTMENTS &#38;amp; TRADING COMPANY LTD.</option>
BOM507717,DHANUKA AGRITECH LTD.,<option value=',>,</option>,<option value='BOM507717|DHANUKA AGRITECH LTD.'>DHANUKA AGRITECH LTD.</option>
BOM538446,Dhanuka Commercial Ltd,<option value=',>,</option>,<option value='BOM538446|Dhanuka Commercial Ltd'>Dhanuka Commercial Ltd</option>
BOM531043,DHANVANTRI JEEVAN REKHA LTD.,<option value=',>,</option>,<option value='BOM531043|DHANVANTRI JEEVAN REKHA LTD.'>DHANVANTRI JEEVAN REKHA LTD.</option>
BOM540268,Dhanvarsha Finvest Ltd,<option value=',>,</option>,<option value='BOM540268|Dhanvarsha Finvest Ltd'>Dhanvarsha Finvest Ltd</option>
BOM506405,DHARAMSI MORARJI CHEMICAL CO.LTD.,<option value=',>,</option>,<option value='BOM506405|DHARAMSI MORARJI CHEMICAL CO.LTD.'>DHARAMSI MORARJI CHEMICAL CO.LTD.</option>
BOM511451,DHARANI FINANCE LTD.,<option value=',>,</option>,<option value='BOM511451|DHARANI FINANCE LTD.'>DHARANI FINANCE LTD.</option>
BOM507442,DHARANI SUGARS &#38;amp; CHEMICALS LTD.,<option value=',>,</option>,<option value='BOM507442|DHARANI SUGARS &#38;amp; CHEMICALS LTD.'>DHARANI SUGARS &#38;amp; CHEMICALS LTD.</option>
